text,ideology,factuality,data_source
"Governments have the right to restrict protests on public health grounds, within reason, the U.N. Human Rights Committee said, as Black Lives Matter and other demonstrations clash with coronavirus outbreaks around the world.",2.0,0.0,babe
"Sooner or later you're going to encounter these anti-American ideas about addressing racism in your workplace, on kids' homework, or in the faculty lounge",,2.0,babe
"For the first time since the enactment of the Refugee Act in 1980, people who come to the U.S. saying they fear persecution in their home countries are being turned away by Border Patrol agents with no chance to make a legal case for asylum.",4.0,0.0,babe
"House Democrats passed the $3 trillion, 1,815-page leftist Heroes Act in May, which many House Democrats reportedly admitted serves as more of a “policy wishlist” than a bill to alleviate the effects of the coronavirus pandemic.",0.0,1.0,babe
The coalition claimed that the Trump administration did not conduct sufficient environmental impact studies for the construction and that endangered species like the jaguar and Mexican wolf would be adversely affected by the barrier.,0.0,0.0,babe
"Warren, who unlike Sanders, claims her Medicare for All plan would not result in a middle class tax hike, released her plan to transition to Medicare for All in a Medium post in November.",0.0,0.0,babe
"Humana Inc will not return to the individual insurance market after it exits the Obamacare exchanges this year, a market that Republicans are trying to repeal and replace through new legislation, Humana’s top executive said on Thursday.",2.0,0.0,babe
Ukrainian soldiers in the Donetsk region hunkered in muddy trenches after warmer weather thawed the frozen ground.,,,babe
Warren has been reaching out to LGBT voters by condemning Christian schools that hold and teach a biblical worldview of human sexuality and marriage.,,1.0,babe
"Gervais, the creator and star of the British TV comedy “The Office,” last hosted the Golden Globes in January 2016 - long before the election and impeachment of President Donald Trump, the sexual misconduct scandal that has roiled the entertainment industry, and the #OscarsSoWhite controversies.",2.0,0.0,babe
Social Security 2100 Act will provide an important forum to help educate the public and could puncture many of the toxic myths that have taken hold about Social Security in recent decades. ,2.0,1.0,babe
Some colleges are choosing to invite only a portion of students back to campus amid a resurgence in COVID-19 cases nationwide,,0.0,babe
"Johnathan Monroe, a spokesman for the Centers for Medicare and Medicaid Services, which is part of HHS, in a statement said it “will continue to defend our efforts to give states greater flexibility to help low income Americans rise out of poverty.”",2.0,0.0,babe
President Vladimir Putin has proposed amending the Russian constitution to spell out that marriage means a union between a man and a woman and nothing else.,2.0,0.0,babe
"Davis, who is a leader on social justice causes off and on the field, told Sports Illustrated’s Jets Country over the weekend that he welcomes “Lift Every Voice and Sing” but knows there’s still more to be done when it comes to racial equality in the U.S.",,0.0,babe
"Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan, China, and allowing it to spread to the rest of the world.",0.0,1.0,babe
"For Fox, Clinton, Omar, and Ocasio-Cortez represent perfect targets in terms of riling up its intolerant base: Clinton is a woman of a certain age, while Ocasio-Cortez and Omar are women of a certain heritage.",4.0,2.0,babe
Letters from GOP members of Congress and national pro-life leaders to the White House and the Food and Drug Administration (FDA) last week asserted Democrats are attempting to exploit the coronavirus pandemic for the purpose of advancing their party’s pro-abortion agenda.,0.0,1.0,babe
"Once a radical idea that only held sway in leftist circles, the idea of redirecting money away from police and prisons into community support is now gaining a much wider currency.",,0.0,babe
"Also during his speech, Trump said his administration defends Christians and Jews from the radical left Democrats and condemns the socialism that he claims has ravaged Venezuela.",,1.0,babe
"But then, science has never been a strong point of the Christian Right or white nationalists. They are bitterly anti-science, which is why they so deeply resent anyone who offers accurate information on the pandemic — be it Dr. Fauci or reporters at CNN and MSNBC.",4.0,2.0,babe
The ballooning cost of college and massive student loan debt is recognized as reaching crisis levels by politicians on both sides of the aisle.,0.0,1.0,babe
"Donald Trump became the first U.S. president to attend the annual March for Life in Washington on Friday, unleashing a fierce attack on his Democratic rivals during a rally in an election-year show of support for opponents of abortion rights.",2.0,1.0,babe
"Biden, a top contender for the 2020 Democratic nomination, would roll back some of the 2017 tax cuts. ",2.0,0.0,babe
"The idea of exposing your child to something that could potentially harm her, and in a catastrophic way, is terrifying.",0.0,2.0,babe
Suicide hotlines are overwhelmed. Unemployment is skyrocketing. Women and children in abusive relationships are stuck at home in a nightmare situation with their abusers. Alcohol sales are through the roof. Foster kids have nowhere to go to be loved and cared for.,0.0,1.0,babe
House and Senate Democrats are responding to the coronavirus outbreak in the United States by supporting measures to effectively strip President Trump of his authority to impose travel bans to protect American citizens.,0.0,1.0,babe
"But Trump and his most ardent supporters seem almost physically repulsed at the very idea of wearing a mask. One Republican Ohio state legislator even claimed that since “we are all created in the image and likeness of God,” covering the face with a mask is an affront to God’s creation.",4.0,1.0,babe
"High unemployment numbers among foreign-born nationals have been an issue that has plagued Sweden for years, with reports often showing the migrant unemployment rate as being several times higher than that of native Swedes.",0.0,0.0,babe
The second case was on whether a person’s claimed sense of “gender identity” allowed them to claim workplace sex-discrimination against their transgender status.,,1.0,babe
"On the other hand, it’s also true that men often use the “it’s not me, it’s the world” cover to discourage women’s dreams and ambitions, and often for self-serving reasons.",4.0,2.0,babe
"Britain will ban the sale of new petrol, diesel and hybrid cars from 2035, five years earlier than planned, in an attempt to reduce air pollution that could herald the end of over a century of reliance on the internal combustion engine.",2.0,0.0,babe
What the hell do you think is going to happen when you vote for the same political party that coddles and encourages these terrorists?,0.0,2.0,babe
"It should be clear by now that no matter how bad the violence gets, López Obrador is not going to do anything about the cartels.",0.0,2.0,babe
"Payroll taxes were temporarily cut during President Barack Obama’s administration to boost consumer spending after the last recession, but they expired in 2013.",2.0,0.0,babe
Tennessee has an annual sales tax-free holiday weekend that begins on the last Friday of July. ,4.0,0.0,babe
"Thousands are marching, including some white nationalists, far-right militia members, anti-government extremists, and neo-Nazis. As NBC News reports, members of some of those groups from across the country have been planning on attending.",4.0,0.0,babe
"Republicans, however, are likely to vehemently oppose the plan to tax the wealthy.",0.0,1.0,babe
"As the debt crisis unfolds, the idea of allowing social science to drive public policy, even if it were somehow affordable, will prove increasingly objectionable.",0.0,2.0,babe
"A group of 20 wealthy individuals – including left-wing financier George Soros – signed a letter Monday, begging for a wealth tax and arguing that the U.S has a “moral, ethical, and economic responsibility” to tax wealthy individuals more.",0.0,0.0,babe
"Yes, he might be a demented Stalinist eager to flood America with illegal aliens and take away our guns and health insurance, but he sure gave those venal Never Trumpers a sweet face job Saturday night in Nevada, and now I can’t tell if my tears come from joy or laughter.",0.0,2.0,babe
"Trump has said he wants to keep some elements of Obamacare, such as allowing young adults to be covered under their parents’ insurance. ",2.0,0.0,babe
"But within Britain’s Black Lives Matter movement there are differing opinions over what to aim for and how to achieve it: some make more radical demands, like abolishing the police and capitalism, while others, like Ayton, favour more gradual reform.",2.0,0.0,babe
"Joe Biden is refusing to rule out scrapping the Senate filibuster, arguing it remains to be seen how “obstreperous” Republicans will be after President Donald Trump leaves office.",0.0,1.0,babe
The White House is cynically harnessing the coronavirus panic in a complete image makeover.,,2.0,babe
"It’s the golden age of women in science, technology, engineering and mathematics.",4.0,1.0,babe
"Disgraced right-wing televangelist Jim Bakker has been promoting his product Silver Solution as a way to treat the deadly coronavirus, and attorneys general in different states are going after him with a vengeance for it.",,1.0,babe
"The Lancet joined China in condemning Trump’s “reckless decision” to withdraw from the World Health Organization (W.H.O.), claiming the move is “unlawful” and will have “dire consequences.”",0.0,1.0,babe
And they aren’t alone.,,,babe
King went on to defend his tweet with a number of confused and contradictory statements.,0.0,1.0,babe
Rowe then dismantled each of Atkins’ unsubstantiated points. He lambasted celebrities for constantly broadcasting their political opinions as though their views have any impact on most Americans.,0.0,1.0,babe
"The anti-choice movement has always been run by lying trolls, and always will be.",,2.0,babe
"An unnamed soldier from Ukraine's 93rd Separate Mechanised Brigade, speaking on the Telegram messaging app as explosions boomed in the background, struck a defiant note: ""February 28, the town of Bakhmut.",,,babe
"In other words, it would be much harder to arrest an illegal alien in this country than it is to arrest you.",,2.0,babe
"London police will crackdown on illegal street parties after officers came under attack for the second night running as they tried to disperse an unauthorised gathering, the capital’s police chief said on Friday.",2.0,0.0,babe
"""Do you stand by your comment that the religious right is part of the rise of anti-intellectualism in American politics?""",,,babe
"Trump’s obsession with building a wall on the U.S.-Mexico border is the literal manifestation of America’s long, ugly history of racially authoritarian “populism.”",,2.0,babe
Rambling Trump flops hard after Limbaugh asks how he will protect people with pre-existing conditions,4.0,1.0,babe
Hawley asked.,,,babe
"Netflix disappointed investors when the streaming entertainment giant reported domestic subscriber growth that missed forecasts for the third straight quarter, signaling continued weakness at home as the company supports leftist politics and faces increasing competition from Disney, Apple, and other studios.",,1.0,babe
"As if barren grocery store shelves and daily chaos amid the spread of coronavirus were not enough, would-be Southwest Florida vacation property renters have been refused refunds by Naples and Fort Myers Beach landlords, who are faced with their own set of financial distress.",2.0,1.0,babe
"That’s because the Bengal famine is one of the radical left’s favourite historical talking points: apparently — so all good leftists and Islamists are taught — it shows Winston Churchill to have been an uncaring racist who, in 1943-44, deliberately allowed 1.5 million Bengalis to starve in an act of ‘genocide’.",,1.0,babe
"The rollback of National Environmental Policy Act (NEPA), called an “international treasure” by one former EPA official, will allow the fossil fuel industry to quickly get approval for new projects that could send climate-warming, pollution-causing emissions into surrounding communities, as well as harm wildlife habitats and federally protected lands, with scant oversight.",4.0,1.0,babe
An Oklahoma Democrat elected Tuesday will make history as the first Muslim in the Oklahoma Legislature and the first nonbinary legislator in America.,,0.0,babe
But the White House played down the coronavirus crisis and called the high level of news coverage a ploy to hurt U.S. President Donald Trump.,,0.0,babe
"Federal government health officials told lawmakers the country had insufficient testing resources, a source said, and Democratic presidential candidates slammed the government’s response.",,0.0,babe
"Protesters across the country are demanding racial equality, but there is also a push to make Juneteenth a national holiday.",,0.0,babe
Yet the Trump family and his allies are evidently using this national emergency to enrich themselves.,4.0,2.0,babe
Two Muslim men say they were booted off an Alaska Airlines flight in February because of text messages they sent in Arabic.,,0.0,babe
"In Haiti, President Bill Clinton admitted—after he left office—to a “devil’s bargain” on rice tariffs that was “good for some of my farmers in Arkansas,” but destroyed rice farming and generated hunger and malnutrition in Haiti.",4.0,0.0,babe
The LGBT lobby group Accountable for Equality has launched an attack on Christian pastor Franklin Graham for recruiting Christian volunteers for coronavirus relief work in New York.,,1.0,babe
Harry Potter author Joanne ‘JK’ Rowling has again been targeted by trans activists for warning that children believed to be “trans” should not necessarily be “shunted towards hormones and surgery”.,,1.0,babe
"President Donald Trump urged lawmakers in his State of the Union address to put new limits on abortion, but partisan division in the U.S. Congress means the Supreme Court likely will set the agenda on the divisive issue, as it has for decades.",2.0,0.0,babe
The destruction of the middle class is destroying democracies and paving the way for authoritarian rule.,4.0,2.0,babe
"It probably has something to do with Pitlyk being a Federalist Society member, a former Brett Kavanaugh clerk, and a fierce opponent of reproductive rights who’s argued that fertility treatments and surrogacy have “grave” adverse effects on society.",4.0,1.0,babe
"The Woke Taliban have declared the anti-racism of colorblindness racism, but we hicks don’t subscribe to that nonsense — and never will.",,2.0,babe
"This redefinition of aggression has been going on for decades on the American right, fueled in large part by the NRA and the gun industry. ",4.0,2.0,babe
"The Supreme Court handed a big win to the LGBT community Monday, ruling in a 6-3 decision that an employer who fires a worker for being gay or transgender violates Title VII of the Civil Rights Act.",,0.0,babe
President Donald Trump and his top allies on Tuesday took the opportunity—with a characteristic lack of self-awareness—to blast Democratic presidential candidate Mike Bloomberg as “racist”.,,1.0,babe
WILL noted gender dysphoria is a mental health issue and parents have the right to make healthcare decisions on behalf of their children.,0.0,0.0,babe
H.R.7 bans private insurance companies from offering abortion coverage to American consumers through the Affordable Care Act marketplace.,,,babe
Polling for the Democratic nomination tells a depressing story for those seeking to break the glass ceiling and make the ultimate stand against patriarchy: the top contenders for the Democratic nomination are currently all white men.,4.0,2.0,babe
"Defending Democracy Together, a group of “Never Trump” conservatives including commentator Bill Kristol, created Republican Voters Against Trump. It is among several groups on the right ― including the Lincoln Project, which was co-founded by attorney George Conway and GOP strategists Rick Wilson and Steve Schmidt ― targeting the president as the election approaches.",4.0,0.0,babe
"Imagine a world where over one-half of the members in the Republican House of Representatives, including the top Republican in that caucus, sign on to a clumsy, thoroughly bogus attempt to overturn a national election based on contrived lies that add up to nothing except the fact that their man lost. ",4.0,2.0,babe
"Bernie Sanders Is Crazy, But The Only Democrat Candidate Voters Actually Like",0.0,2.0,babe
"This is a time to redouble pressure on Republicans to stop helping Democrats shred the Constitution and Americans’ natural rights, withdrawing support from them if they do not.",,2.0,babe
"The race to produce a coronavirus vaccine is a matter of overwhelming international significance, not just to bring the worldwide pandemic to an end, but also for countries to show that they are at the cutting edge of scientific research.",0.0,1.0,babe
Protests erupted in Louisville and several other U.S. cities following the announcement on Wednesday that the grand jury would not bring murder charges against three police officers involved in the March 13 shooting of Taylor in her home during the execution of a search warrant.,2.0,0.0,babe
Pelosi made similar comments claiming that President Trump’s possible re-election threatens the world as House Democrats readied two articles of impeachment against the president.,0.0,1.0,babe
"Powell and others in the George W. Bush administration lied extensively while making the case for war in Iraq in the early 2000s, fabricating “evidence” of the existence of weapons of mass destruction within the country.",4.0,1.0,babe
"Although Facebook Chief Operating Officer Sheryl Sandberg specified that her donation to Planned Parenthood Action Fund was a personal one, and not associated with Facebook, it is worth noting that in the last year the social media giant Sandberg leads has been caught censoring pro-life political ads.",0.0,1.0,babe
"Not only are they deceiving their audience, they are coarsening it by inviting them to enjoy the suffering of others.”",,,babe
"In Kalamazoo, the all-male Proud Boys group staged a rally in support of police, clashing with members of the anti-fascist Michigan People’s Defense League and other counter protesters, leading to several arrests, according to a statement by the city’s Department of Public Safety.",2.0,0.0,babe
"""We have one beautiful law,"" Trump recently said in his characteristically bizarre syntax and diction, repeating the word ""beautiful.""",4.0,1.0,babe
"The number of abortions performed in 2017-2018 was 11,373 more than the abortions performed the year before that, a trend that shows that while Planned Parenthood officials once said abortion should be “safe, legal, and rare,” today they omit the word “rare” in their mantra as they perform more abortions each year.",0.0,1.0,babe
There’s only one reason the left-wing terrorists in Antifa and Black Lives Matter always-always-always focused their marauding in left-wing cities: they know the populace is defenseless.,,2.0,babe
Seattle police on Saturday said they were investigating the fatal shooting of one person and wounding of another in a part of the city occupied by activists protesting against police brutality and racial inequality across America.,,0.0,babe
"Trying to bar women from abortion is bad enough in regular times, but it seemed even more sadistic during a pandemic and an economic crash, when financial and health concerns weigh more heavily than ever on women deciding whether or not continue pregnancies.",4.0,2.0,babe
A report compiled by members of the French Senate has detailed the spread of political Islam across France and listed 44 proposals to combat radical Islamist ideology.,,0.0,babe
"Rep. Alexandria Ocasio-Cortez, D-N.Y., has taken another shot at President Trump amid their ongoing feud, saying he cannot conceive of an immigration system that didn't involve torture or hurting innocent people.",0.0,0.0,babe
An initiative to build bridges between the Greek and Turkish speaking communities of ethnically split Cyprus faltered after the leader of the breakaway Turkish Cypriots skipped a soccer match over a dispute of the game's location.,0.0,0.0,babe
"As the senators’ letter pointed out this week, government watchdogs have repeatedly called out the PHEAA’s mismanagement of the program over the years.",4.0,1.0,babe
Olympic swimming champion Cameron van der Burgh said he has been battling the coronavirus for the last two weeks.,4.0,0.0,babe
Disney has been criticized in the past for its lack of LGBTQ characters in its programs.,,0.0,babe
"Let’s be clear what is happening here. Under the pretext of protesting the killing of a black man by a white police officer in Minneapolis, hard-left terror cells across the West are taking to the streets and fomenting chaos and violence with a view to overthrowing Western civilisation.",0.0,2.0,babe
Thousands of people across Australia attended Black Lives Matter protests on Saturday wearing masks and practising social distancing amid warnings from state leaders to call off the events on fears of a second wave of coronavirus infections.,2.0,0.0,babe
"My point is that it was a bait-and-switch, and not in a crazed, left-wing state like California. ",0.0,2.0,babe
"Sen. Bernie Sanders leads the Democratic field three weeks ahead of Caucus Day in Iowa – narrowly overtaking his closest competitors, who remain locked in a tight contest just behind him.",2.0,0.0,babe
"Throughout his nearly four years as president, Donald Trump has made a plethora of promises that he failed to keep.",4.0,2.0,babe
"Fauci has consistently done media interviews with a range of outlets, which has annoyed the president, this person said.",4.0,0.0,babe
"But President Donald Trump and his campaign advisers are proceeding with the event, which is expected to draw tens of thousands inside and outside the venue who will neither be socially distant nor required to wear face coverings.",4.0,1.0,babe
U.S. President Donald Trump on Friday signed a proclamation suspending entry of immigrants who will not be covered by health insurance within 30 days of entering the United States or do not have the means to pay for their healthcare costs themselves.,2.0,0.0,babe
"When did vaccines become politicized? Amid a measles outbreak, suddenly Republicans support anti-vaxxers.",4.0,1.0,babe
"The biggest problem for NeverTrump, however, is the pitiful performance of the Republican Congress, which has been unable to act on its core priorities, and reinforces the notion that only Trump is strong enough to lead the party.",0.0,2.0,babe
"Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go, Sanders did not address the specific question but said Wall Street would pay for free tuition at public colleges and universities.",0.0,0.0,babe
"Long before becoming president, Donald Trump was already acting as if he were the head of a lynch mob.",4.0,2.0,babe
The Christian right's perverse hostility to science is definitely going to get people killed,,2.0,babe
The explosion of the Hispanic population has long-term job prospect consequences as well: Both legal and illegal aliens will occupy 75 percent of new American jobs in as little as five years.,0.0,1.0,babe
"The George Floyd protests have devolved into riots that have included looting, buildings being set on fire, businesses destroyed, the White House going on lockdown, and people being beaten and killed.",,1.0,babe
"England will consider a joint anti-racism protest with West Indies during the three-test series between the sides next month, pace bowler James Anderson has said.",,0.0,babe
This comes in response to Biden and members of his so-called coronavirus task force suggesting another shutdown may be necessary as COVID-19 cases are spiking in some areas of the United States.,,1.0,babe
"Some people have expressed concern that full cancellation could reward wealthier—and whiter—people, who are less in need than others. But full cancellation will reduce the racial wealth gap. ",4.0,1.0,babe
Gadsby's work is a testament to how eagerly the arbiters of our culture will devour and elevate work that convincingly purports to be progressive.,0.0,1.0,babe
"People who choose not to vaccinate has emerged into a global health threat in 2019, said the World Health Organization.",2.0,0.0,babe
Coronavirus: E.U. blasts Trump's travel ban as it unleashes chaos and confusion.,4.0,1.0,babe
"Juneteenth, a portmanteau of June and 19th, also is known as Emancipation Day.",,0.0,babe
"Graffiti alleging that the ‘MET POLICE SERVE TRUMP’ was also seen, although how the activists came to gain this impression of the Metropolitan Police — led by left-liberal Commissioner Cressida Dick and answerable in large part to the city’s anti-Trump mayor — is unclear.",0.0,2.0,babe
"""We as a people are unbreakable,"" Crawley said.",,,babe
Joe Biden’s ‘Unity’ Platform with Bernie Sanders Gives Free Health Care to DACA Illegal Aliens,0.0,1.0,babe
The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits,0.0,1.0,babe
"However, China’s record of successfully producing vaccines in recent years has been so abysmal that communist state media openly admit that they prefer using international manufacturers.",0.0,1.0,babe
"It's a vision based on an abandonment of globalism, a skepticism toward multiculturalism, a rejection of a government led by the ""elite,"" an embrace of religion, and an emphasis on ""national solidarity"" -- which Hawley believes has been broken by ""liberationist policies.""",,,babe
"Trump also threatened to invoke the Insurrection Act, an 1807 law that would allow the president to send U.S. armed forces into states for the purpose of domestic law enforcement, if mayors and governors didn’t do more to curb the unrest.",4.0,1.0,babe
The ACLU and other groups sued last year in San Francisco federal court on behalf of 11 migrants challenging the asylum policy.,4.0,0.0,babe
Historian explains the bizarre racist theory behind the far right's hysteria over the George Floyd protests,4.0,1.0,babe
"The sentence, which was expected because the state does not employ the death penalty, was given by Erie County Court Judge Susan Eagan.",,,babe
"When, in a similar attention-seeking stunt, Gov. Ron DeSantis flew a planeload of asylum seekers to Martha’s Vineyard, it was at least in September.",,,babe
"Is this an accurate statement?""",,,babe
"Sargent has written leftist pieces at the Washington Post for years. In March 2016, Sargent called then-candidate Donald Trump a “nightmare nominee,” saying that not even white men like Trump.",0.0,1.0,babe
Far right takes to Lisbon streets to deny racism is a problem,,0.0,babe
"Trump was a major factor in the early rumblings of white nationalism on the network, which gave him considerable airtime during his reality TV days to air conspiracy theories about Barack Obama’s birth certificate.",4.0,1.0,babe
The U.S. president has come under sustained criticism for his racially incendiary rhetoric since launching his candidacy in 2015 — including his repeated use of the word “invasion” to describe immigration along the U.S.-Mexico border.,2.0,1.0,babe
"Trump has been able to maintain 40% approval ratings by effectively manipulating the lizard brains of white Republicans, but even before COVID-19 hit, he was considered one of the worst presidents in the two surveys of scholars done in 2018.",4.0,1.0,babe
"The protests were sparked by a viral video showing Floyd, 46, being restrained on May 25 by a Minneapolis police officer pressing his knee on Floyd’s neck for nearly nine minutes.",2.0,0.0,babe
"Even if the wealth tax projections fall short, Zandi believes Warren may still be able to make up the difference through other taxes in her plan, including those on corporations and employers.",2.0,0.0,babe
"This year Trump brazenly said he is stopping or limiting enforcement of the laws designed to protect consumers from companies that sell you and your children hazardous products, pollute your air and water, defraud you in the marketplace, and fail to recall your defective cars/trucks.",4.0,1.0,babe
"The far-left French “Black African Defence League” has threatened statues of some of France’s most famous icons, including Napoleon Bonaparte and General Charles De Gaulle.",,1.0,babe
Amazon turns to Chinese firm on US blacklist to meet thermal camera needs,,0.0,babe
"The number of measles cases reported in the U.S. this year has now reached a level not seen in 27 years, causing concern among public health officials that the country could soon lose its measles elimination status.",,,babe
"Trump blasts report on his business losses, calls accounting a 'sport'",2.0,1.0,babe
"Victorina Morales, an undocumented immigrant from Guatemala, told reporters in a conference call on Tuesday that she was allowed to work at the resort after she submitted a fraudulent Social Security number and green card, which she alleges her supervisors knew were phony.",2.0,0.0,babe
"On immigration, Klobuchar now supports a “path to citizenship” for illegal aliens — though she once took a harder line.",0.0,1.0,babe
"Trump has been able to maintain 40% approval ratings by effectively manipulating the lizard brains of white Republicans, but even before COVID-19 hit, Trump was considered one of the worst presidents in the two surveys of scholars done in 2018.",,2.0,babe
"Putin, who has aligned himself with the Russian Orthodox Church and sought to distance Russia from liberal Western values, has proposed a shake-up of Russia’s political system that critics say may be designed to extend his grip on power after 2024, when he is due to leave the Kremlin.",2.0,0.0,babe
"Democrats recently provided more funding for the state’s roads — through an unpopular, regressive gas tax hike rather than spending cuts on less urgent priorities.",0.0,1.0,babe
"Appearing on CNN's ""New Day,"" national security expert Juliette Kayyem scoffed at a promise that Donald Trump made on Twitter Sunday night, where the president claimed his administration would have a good idea about how to handle the coronavirus pandemic in 15 days and go from there.",,1.0,babe
"President Donald Trump told Americans on Wednesday that the risk from coronavirus remained “very low,” and placed Vice President Mike Pence in charge of the U.S. response to the looming global health crisis.",,0.0,babe
"It is worth noting that in eight of the top ten countries where Christian persecution is highest, Islamist ideology is the prime driver of the hostility.",,1.0,babe
"The mother is hardly the only participant whom surrogacy punishes, of course.",,,babe
"Americans Need To Stop Hurrying Young People Into Student Debt Slavery. Above all, we must give high schoolers personalized post-secondary educational recommendations before they get caught in the quagmire of student debt.",0.0,2.0,babe
Muslim communities were the first to feel Donald Trump’s assault on Black and brown communities in this country with his vile Muslim ban.,,2.0,babe
"The whole thing was a power play, a game. And the goal, to demean me, to strip me of my pride and power and make me feel on a cellular level his dominance over me.",,,babe
"More than 100 gang members from El Salvador are among the massive wave of migrants that's poured across the border in recent months, with nearly 400 illegal immigrants nabbed trying to cross en masse last week and a group of more than 100 caught scaling a wall Monday, beleaguered border officials said.",0.0,1.0,babe
The Europeans have set up a complicated barter-type system to skirt direct financial transactions with Iran and so evade possible U.S. sanctions.,0.0,1.0,babe
"Kansas is poised to finally accept Medicaid expansion under the Affordable Care Act, through an agreement achieved by Democratic Gov. Laura Kelly and Sen. Jim Denning, the Republican leader of the state Senate.",4.0,1.0,babe
"A bipartisan group of lawmakers in Mississippi this week began to draft a resolution to change the state’s flag, as calls have grown to remove the Confederate battle emblem, according to a report.",,0.0,babe
The mother of a nine-year-old girl believed to be the first child in Ecuador to get official recognition for a gender change said she hoped this would set a precedent for other transgender youngsters.,2.0,0.0,babe
Black Lives Matter (BLM) cloaks itself in garb of justice and morality.,,2.0,babe
There isn't anyone with more political credibility than Pelosi.,,2.0,babe
"President Donald Trump has been doubling down on his love of tariffs this week, vowing to increase tariffs on Chinese imports.",4.0,1.0,babe
"Trump's right-wing propaganda media have provided cover for his malfeasance. As such, they have made the crisis worse by circulating lies and disinformation to their gullible, ignorant audience. ",4.0,1.0,babe
"According to the poll, 52% of American adults say they are sympathetic to those who are still gathering to protest the police treatment of minorities, especially African Americans, about 12 percentage points lower than a similar poll that ran in mid-June.",2.0,0.0,babe
"American Outdoor Brands Corp AOBC.O said on Thursday it would split into two publicly traded companies, separating its popular Smith & Wesson firearms unit from its outdoor products and accessories business.",2.0,0.0,babe
Eleven Republican politicians are currently open to the idea of gun control for bump stocks.,,,babe
"But as many reminded the President, his horrific mismanagement of the coronavirus pandemic also happened on his watch.",,2.0,babe
"Leftist media and the technocratic elite who run the dominant institutions of our culture push a narrative of America in which conservatives are racist, sexist, authoritarian ignoramuses, while liberals are noble, virtuous, and intellectually superior citizen-scholars.",,2.0,babe
Thousands of fetal remains that were found at an abortion doctor's suburban Chicago garage last year were buried Wednesday at an Indiana cemetery. ,2.0,0.0,babe
"Thousands of asylum seekers crammed in border towns near the Texas-Mexico border awaiting U.S. immigration hearings are at risk of dying from coronavirus because of poor health access and unsafe conditions, advocates say.",2.0,0.0,babe
"That level of entitlement is behind Democrats' slipping control on black voters, as demonstrated by 2020 exit polls showing that, for example, just 79% of black men voted for Biden, a percentage that has been dropping since 2012.",,,babe
"When I opened Britain’s bestselling tabloid conservative Sunday newspaper, I was greeted by a double-page spread showing a vast mob of Black Lives Matter activists marching on Downing Street in London.",0.0,1.0,babe
"Russia has replenished its forces with hundreds of thousands of conscripts and has intensified attacks all along the eastern front but at a high cost, says Ukraine, which is expected soon to launch its own counter-offensive.",,,babe
"Instead, pupils in Ireland are to be taught that there are a number of “factors and influences” that shape an individual’s identity, including “family, peers, culture, gender identity, sexual orientation, race/ethnic background, disabilities, religious beliefs/world view”.",,,babe
"On Friday, Trump said he remained ready to help South Korea and Japan solve their lingering dispute over World War II-era forced labor that has blighted their trade ties.",0.0,0.0,babe
"And in no sane world is Harris a moderate, but that is how the New York Times cast her in its continuing delusional coverage of the election.",,2.0,babe
"In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.",0.0,1.0,babe
The gay lobby wants Graham’s money but they do not want the Christian worldview that inspires people to give money to his organization or to volunteer their time to serve others.,,2.0,babe
"U.S. District Judge Reed O’Connor in Fort Worth, Texas, on Friday said that Obamacare, known formally as the 2010 Affordable Care Act (ACA), was unconstitutional based on its mandate requiring that people buy health insurance.",2.0,0.0,babe
"Mississippi’s Republican governor signed one of America’s strictest abortion bills on Thursday banning women from obtaining an abortion once a fetal heartbeat is detected, which can often occur before a woman even realizes she is pregnant.",2.0,0.0,babe
"The death of the postal service would deprive Americans of a way to vote, pay bills, apply for passports, get prescriptions, send letters, receive tax refunds, collect Social Security and ship items ranging from gold bars to cremated remains.",4.0,1.0,babe
"Earlier, Trump visited a newly built section of the border wall along the frontier with Mexico in San Luis, Arizona, a dusty, barren landscape where the temperature hit 102 degrees Fahrenheit (40 degrees Celsius).",,0.0,babe
"The bloc has also indicated that it wants to exercise some control over the extent to which Britain can cut its taxes in the name of a so-called “level playing field” — fearing that a less bureaucratic, lower tax Britain would be too competitive compared to a European Union notorious for red tape and inflexibility.",0.0,1.0,babe
"Bloomberg also supports passage of the Equality Act, which would bar governments and sports organizations from recognizing the biological/physiological difference between men and women and replace it with “gender identity.”",,1.0,babe
"House Democrats are not currently pushing a firearm registry, but without a complete knowledge of the location of all firearms, universal background checks simply will not work.",0.0,1.0,babe
"The accusations fueled the #MeToo movement, in which women have accused powerful men in business, entertainment, media and politics of sexual misconduct.",2.0,0.0,babe
The coronavirus is a reminder we need to move much faster towards creating a life economy.,4.0,2.0,babe
"As coronavirus outbreak continues, Trump fails to inspire confidence",,2.0,babe
"Hungarian Prime Minister Viktor Orban, a staunch anti-immigrant populist, said on Wednesday a new wave of migrants trying to cross the border from Turkey into the European Union must be stopped as far south as possible and his government was ready to help frontline Greece.",2.0,1.0,babe
